mask_x,mask_y,world_x_min,world_z_min,world_x_max_exclusive,world_z_max_exclusive,previous_rgba,proposed_rgba,from_tile,to_tile,segment,biome,rationale
681,461,-16512,-34432,-16384,-34304,0/0/33/255,0/0/30/255,T033,T030,S0001,forodwaith,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1070,570,33280,-20480,33408,-20352,0/0/57/255,0/0/81/255,T057,T081,S0054,ettenmoors,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1071,570,33408,-20480,33536,-20352,0/0/57/255,0/0/81/255,T057,T081,S0054,ettenmoors,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1072,570,33536,-20480,33664,-20352,0/0/57/255,0/0/81/255,T057,T081,S0054,ettenmoors,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1073,570,33664,-20480,33792,-20352,0/0/57/255,0/0/81/255,T057,T081,S0054,ettenmoors,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1074,570,33792,-20480,33920,-20352,0/0/57/255,0/0/81/255,T057,T081,S0054,ettenmoors,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1075,570,33920,-20480,34048,-20352,0/0/57/255,0/0/81/255,T057,T081,S0054,ettenmoors,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1076,570,34048,-20480,34176,-20352,0/0/57/255,0/0/81/255,T057,T081,S0054,ettenmoors,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1077,570,34176,-20480,34304,-20352,0/0/57/255,0/0/81/255,T057,T081,S0054,ettenmoors,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1078,570,34304,-20480,34432,-20352,0/0/57/255,0/0/81/255,T057,T081,S0054,ettenmoors,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
770,571,-5120,-20352,-4992,-20224,0/0/90/255,0/0/67/255,T090,T067,S0055,eriador,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1067,572,32896,-20224,33024,-20096,0/0/57/255,0/0/81/255,T057,T081,S0056,ettenmoors,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1040,574,29440,-19968,29568,-19840,0/0/57/255,0/0/81/255,T057,T081,S0057,ettenmoors,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1041,574,29568,-19968,29696,-19840,0/0/57/255,0/0/81/255,T057,T081,S0057,ettenmoors,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1063,574,32384,-19968,32512,-19840,0/0/57/255,0/0/81/255,T057,T081,S0058,ettenmoors,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1087,576,35456,-19712,35584,-19584,0/0/81/255,0/0/63/255,T081,T063,S0059,mistyMountains,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1511,576,89728,-19712,89856,-19584,0/0/66/255,0/0/62/255,T066,T062,S0060,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2574,576,225792,-19712,225920,-19584,0/0/53/255,0/0/94/255,T053,T094,S0061,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2575,576,225920,-19712,226048,-19584,0/0/53/255,0/0/94/255,T053,T094,S0061,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1085,577,35200,-19584,35328,-19456,0/0/81/255,0/0/63/255,T081,T063,S0059,mistyMountains,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1086,577,35328,-19584,35456,-19456,0/0/81/255,0/0/63/255,T081,T063,S0059,mistyMountains,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1104,577,37632,-19584,37760,-19456,0/0/57/255,0/0/63/255,T057,T063,S0062,mistyMountains,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1346,577,68608,-19584,68736,-19456,0/0/74/255,0/0/62/255,T074,T062,S0063,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1347,577,68736,-19584,68864,-19456,0/0/74/255,0/0/62/255,T074,T062,S0063,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1348,577,68864,-19584,68992,-19456,0/0/74/255,0/0/62/255,T074,T062,S0063,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1510,577,89600,-19584,89728,-19456,0/0/66/255,0/0/62/255,T066,T062,S0060,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1519,577,90752,-19584,90880,-19456,0/0/66/255,0/0/54/255,T066,T054,S0064,tundra,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1520,577,90880,-19584,91008,-19456,0/0/66/255,0/0/54/255,T066,T054,S0064,tundra,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1521,577,91008,-19584,91136,-19456,0/0/66/255,0/0/54/255,T066,T054,S0064,tundra,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
2571,577,225408,-19584,225536,-19456,0/0/53/255,0/0/94/255,T053,T094,S0065,rhun,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
762,578,-6144,-19456,-6016,-19328,0/0/90/255,0/0/67/255,T090,T067,S0066,eriador,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1106,578,37888,-19456,38016,-19328,0/0/57/255,0/0/63/255,T057,T063,S0067,mistyMountains,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1509,578,89472,-19456,89600,-19328,0/0/66/255,0/0/62/255,T066,T062,S0060,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1523,578,91264,-19456,91392,-19328,0/0/66/255,0/0/54/255,T066,T054,S0068,tundra,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1524,578,91392,-19456,91520,-19328,0/0/66/255,0/0/54/255,T066,T054,S0068,tundra,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1525,578,91520,-19456,91648,-19328,0/0/66/255,0/0/54/255,T066,T054,S0068,tundra,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1526,578,91648,-19456,91776,-19328,0/0/66/255,0/0/54/255,T066,T054,S0068,tundra,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1527,578,91776,-19456,91904,-19328,0/0/66/255,0/0/54/255,T066,T054,S0068,tundra,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1108,579,38144,-19328,38272,-19200,0/0/57/255,0/0/63/255,T057,T063,S0069,mistyMountains,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1328,579,66304,-19328,66432,-19200,0/0/74/255,0/0/62/255,T074,T062,S0070,anduinVale,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1340,579,67840,-19328,67968,-19200,0/0/74/255,0/0/62/255,T074,T062,S0071,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1341,579,67968,-19328,68096,-19200,0/0/74/255,0/0/62/255,T074,T062,S0071,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1342,579,68096,-19328,68224,-19200,0/0/74/255,0/0/62/255,T074,T062,S0071,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1358,579,70144,-19328,70272,-19200,0/0/74/255,0/0/62/255,T074,T062,S0072,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1359,579,70272,-19328,70400,-19200,0/0/74/255,0/0/62/255,T074,T062,S0072,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1360,579,70400,-19328,70528,-19200,0/0/74/255,0/0/62/255,T074,T062,S0072,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1371,579,71808,-19328,71936,-19200,0/0/74/255,0/0/62/255,T074,T062,S0073,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1372,579,71936,-19328,72064,-19200,0/0/74/255,0/0/62/255,T074,T062,S0073,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1373,579,72064,-19328,72192,-19200,0/0/74/255,0/0/62/255,T074,T062,S0073,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1374,579,72192,-19328,72320,-19200,0/0/74/255,0/0/62/255,T074,T062,S0073,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1375,579,72320,-19328,72448,-19200,0/0/74/255,0/0/62/255,T074,T062,S0073,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1376,579,72448,-19328,72576,-19200,0/0/74/255,0/0/62/255,T074,T062,S0073,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1377,579,72576,-19328,72704,-19200,0/0/74/255,0/0/62/255,T074,T062,S0073,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1378,579,72704,-19328,72832,-19200,0/0/74/255,0/0/62/255,T074,T062,S0073,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1508,579,89344,-19328,89472,-19200,0/0/66/255,0/0/62/255,T066,T062,S0060,greyMountainsFoothills,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1629,579,104832,-19328,104960,-19200,0/0/69/255,0/0/56/255,T069,T056,S0074,tundra,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1630,579,104960,-19328,105088,-19200,0/0/69/255,0/0/56/255,T069,T056,S0074,tundra,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
1631,579,105088,-19328,105216,-19200,0/0/69/255,0/0/56/255,T069,T056,S0074,tundra,consistent pre-V2 opposite-side territory witnesses on the same local biome transition; two shifted contexts agree; cumulative topology preserved
